URL,Price,Description,Product Name
https://www.liveyoursport.com/products/asics-gel-domain-4-womens-flash-coral-white,"Rs 8,792.70"," ,The new ASICS GEL-Domain 4 multicourt squash and racquetball shoes provide athletes with a low-to-ground feel and quality performance. The indoor court Trusstic® System Technology promotes a natural foot movement for enhanced speed and agility on the court. Despite a lighter weight, this shoe gives  generous cushioning and a durable rubber outsole for maximum traction. ",ASICS GEL-Domain 4 Women's Flash Coral/White*
https://www.liveyoursport.com/products/adidas-womens-ellory-headband,"Rs 3,411.68"," , , From your outdoor training sessions to your errands about town, the adidas® Women's Ellory Headband is the perfect accessory. This classic cable-knit cold weather headband features a fleece lining to ramp up the warmth and comfort factors. Constructed from climawarm™ fabric, this adidas® headband delivers lightweight thermal insulation when you need to brave the cold. , , ,FEATURES:, , ,Cable-knit cold weather headband, ,climawarm™ lightweight, breathable insulation keeps you warm , ,Fleece lining adds warmth and comfort, ,adidas® tag on hem, ,Fabric: acrylic, polyester fleece, ,adidas, , , ,Country of Origin: Imported, ,Web ID: 41329966, ",Adidas Women'S Ellory Headband*
https://www.liveyoursport.com/products/adidas-court-stabil-womens-star-metallic-white-tech-metallic,"Rs 6,514.10"," ,Lateral stability and side-to-side support tell the story of adidas Court Stabil indoor court shoes. With an abrasion-resistant toe and excellent grip from the outsole, you’ll be left to focus on the play. Athletes will love the straightforward design, making them ideal for wear with any team uniform.",adidas Court Stabil Women's Star Metallic/White/Tech Metallic*
https://www.liveyoursport.com/products/asics-gel-netburn-ballistic-mens-white-black-silver,"Rs 9,249.30"," ,ASICS GEL-Netburner Ballistic indoor court shoes are an update to the former GEL-Volleycross® Revolution line by combining running characteristics with exceptional cushion and support for indoor court sports. Volleyball, squash and racquetball players will enjoy the enhanced stability and secure fit. A redesigned upper provides unmatched comfort with breathability and durability.",ASICS GEL-Netburn Ballistic Men's White/Black/Silver*
https://www.liveyoursport.com/products/adidas-stabil-boost-womens-star-metallic-white-tech-metallic,"Rs 8,336.10"," ,Add even more lift to your performance with the light, fast energy of adidas Stabil Boost indoor court shoes. The cushioned feel underfoot is a perfect balance between softness and firmness with excellent stability on every landing. You’ll feel confidently planted on the court with top-grip rubber yet agile in your movement thanks to light flexibility.",adidas Stabil Boost Women's Star Metallic/White/Tech Metallic*
https://www.liveyoursport.com/products/asics-gel-cyber-sensei-mens-black-white-green-gecko,"Rs 9,249.30"," ,Brand-new ASICS GEL-Cyber Sensei indoor court shoes are equipped to deliver high-level performance thanks to excellent support and durability. You’ll enjoy the flexibility and breathable feel when you wear and play in these shoes. Vivid colors and a striking design will make you a stand-out on the court.",ASICS GEL-Cyber Sensei Men's Black/White/Green Gecko*
https://www.liveyoursport.com/products/asics-gel-rocket-7-mens-white-asics-blue-titanium,"Rs 8,062.10"," ,ASICS GEL-Rocket® 7 indoor, squash or racquetball shoes have a lighter weight upper than on the previous version. And now, increased gum rubber on the outsole provides increased traction for better control on the court. Updated styling and design will continue to make the series a great indoor court option for recreational players.",ASICS GEL-Rocket 7 Men's White/ASICS Blue/Titanium*
https://www.liveyoursport.com/products/asics-gel-rocket-7-mens-racing-red-black-flash-yellow,"Rs 7,879.40"," ,ASICS GEL-Rocket® 7 indoor, squash or racquetball shoes have a lighter weight upper than on the previous version. And now, increased gum rubber on the outsole provides increased traction for better control on the court. Updated styling and design will continue to make the series a great indoor court option for recreational players.",ASICS GEL-Rocket 7 Men's Racing Red/Black/Flash Yellow*
https://www.liveyoursport.com/products/under-armour-womens-novelty-ombre-headband,"Rs 2,276.00"," , , Train without distraction in the Under Armour® Women's Novelty Ombre Headband. Soft material wicks sweat away and dries quickly to keep you light, while elastic fabrication creates a snug fit. Silicone strips grip underneath to ensure that your hair and band stay securely in place, and an ombre design delivers trendy style to set you apart. Experience ultimate comfort and coverage, no matter your activity, with the UA Novelty Ombre Headband. , , ,FEATURES:, , ,Ombre stretch headband, ,Soft fabric wicks moisture away and dries quickly for ultimate comfort and breathability, ,Stretchy design ensures a snug, comfortable fit, ,Silicone strips grip underneath to hold band and hair in place, ,Ombre print creates trendy style, ,1.25'' width, ,One size fits most, ,Fabric: 65% polyester / 35% spandex, ,Style: 1272155, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 81766816, ",Under Armour Women'S Novelty Ombre Headband*
https://www.liveyoursport.com/products/asics-gel-blade-5-womens-white-pistachio-grape,"Rs 9,705.90"," ,Squash and racquetball players will love the efficient movement they can achieve with the smooth transitions of ASICS GEL-Blade® 5 indoor court shoes. The Impact Guidance System enhances your foot’s natural propulsion, helping you achieve quicker cuts around the court. This stylish update features a dynamic new look and fresh colors.",ASICS GEL-Blade 5 Women's White/Pistachio/Grape*
https://www.liveyoursport.com/products/yonex-45-mens,"Rs 7,879.40"," ,Yonex 45 indoor, squash or racquetball shoes feature a Hexagrip outsole that provides agile and stable footwork, allowing you to perform at your best. These shoes help convert impact energy into additional power for faster and more efficient movement. Plus, killer looks and an excellent fit make them an unbeatable choice.",Yonex 45 Men's*
https://www.liveyoursport.com/products/harrow-custom-tour-racket-shoulder-bag-harrow-special-black-silver,"Rs 10,900.00"," ,Custom Tour Racquet Shoulder Bag, Harrow Special, Black/Silver","Harrow Custom Tour Racket Shoulder Bag, Harrow Special (Black/Silver)*"
https://www.liveyoursport.com/products/under-armour-girls-mini-headbands-6-pack,"Rs 2,586.08"," , , For a superior performance, complete her training outfit with the Under Armour® Girls' Mini Headband. Constructed out of super soft fabric with moisture-wicking properties, this accessory works to keep her comfortable and dry while she works up sweat, while gripping silicone UA logos provide a secure fit that stays in place. With multiple color options, the UA Mini Headband provides the versatility she needs to dress like a champion. , , ,FEATURES:, , ,Elastic mini headbands, ,Super soft fabrication for undeniable comfort and performance, ,Moisture-wicking fabric wicks moisture away from the body to keep her cool and dry, ,Grippy silicone UA logos provide a snug fit that stays in place around her head, ,6 mini headbands per pack for multiple style options, ,1 cm width, ,Fabric: 90% polyester / 10% elastane, ,Style: 1261472, ,Under Armour, , , ,Country of Origin: Vietnam, ,Web ID: 67460846, ",Under Armour Girls' Mini Headbands - 6 Pack*
https://www.liveyoursport.com/products/harrow-banzai-squash-eye-guard-carbon,"Rs 9,218.00"," ,Yellow Lenses,- Clear Lenses,- Soft, lens friendly microfiber storage / cleaning bag,- Impact resistant carry case with carry loop,- Non scratching, non linting micro fiber lens cleaning cloth lifts dust and oils without the use of chemicals,- Elasticated, quick drying retainer with lock stitched finish ensures a tight fit",Harrow Banzai Squash Eye Guard (Carbon)*
https://www.liveyoursport.com/products/adidas-volley-response-boost-womens-frozen-yellow-silver-metallic,"Rs 8,336.10"," ,adidas Volley Response Boost indoor court shoes deliver excellent energy-returning properties during all phases of play. Squash and racquetball players will love the adaptive support and incredible stability. Take the court with confidence from the Top Grip outsole and agile flexibility.",adidas Volley Response Boost Women's Frozen Yellow/Silver Metallic*
https://www.liveyoursport.com/products/yonex-pc-sc5-mx-mens,"Rs 11,075.80"," ,Yonex PC SC5 MX indoor court shoes are durable enough to handle all of the intense movements of your sport. These shoes will feel like they were custom-made just for you thanks to the smooth textile lining and ErgoShape upper that provides a contoured and stable fit. Get some of the energy you put out right back into your feet with the Power Cushion midsole. A fun camo print on the midsole adds a sporty and athletic look.",Yonex PC SC5 MX Men's*
https://www.liveyoursport.com/products/ektelon-nfs-classic-ii-low-mens-white,"Rs 8,796.30"," ,Racquetball players will love the performance of this modern-day take on a classic indoor shoe.  The Ektelon NFS Classic II leverages Ektelon's heritage and expertise to create a well-rounded, performance shoe for serious competition.",Ektelon NFS Classic II Low Men's White*
https://www.liveyoursport.com/products/asics-gel-netburn-ballistic-womens-white-black-silver,"Rs 8,518.70"," ,ASICS GEL-Netburner Ballistic indoor court shoes are an update to the former GEL-Volleycross® Revolution line by combining running characteristics with exceptional cushion and support for indoor court sports. Volleyball, squash and racquetball players will enjoy the enhanced stability and secure fit. A redesigned upper provides unmatched comfort with breathability and durability.",ASICS GEL-Netburn Ballistic Women's White/Black/Silver*
https://www.liveyoursport.com/products/harrow-vortex-mens-green-blue,"Rs 12,146.00"," ,Designed with the modern squash player in mind, Harrow Vortex indoor court shoes feature a low-profile midsole and arch stability to provide a superior environment for high performance. The unique mixture of synthetic and rubber overlays on the upper not only creates an innovative look, but also an interesting way to deliver reliable support. The eye-catching design will grab your attention right out of the box.",Harrow Vortex Men's Green/Blue*
https://www.liveyoursport.com/products/ektelon-t22-mid-mens-black-red,"Rs 10,162.60"," ,  ,Upper:, Durable synthetic leather and air mesh upper provides light weight and breathability. Air mesh quarter, vamp and tongue ensure maximum ventilation. TPU forefoot straps provide a custom glove like fit while stabilizing the forefoot. RASH toe cap provides added abrasion protection for toe draggers.  ",Ektelon T22 Mid Men's Black/Red*
https://www.liveyoursport.com/products/ektelon-nfs-classic-1-5-mid-mens,"Rs 9,253.00"," ,Ektelon NFS Classic 1.5 Mid features a higher cut on the ankle that adds the support you need for all those quick moves required on the racquetball court.  If you have a wider foot, take heart, the NFS last creates a very generous cut that is often quite comfortable for wide feet.",Ektelon NFS Classic 1.5 Mid Men's*
https://www.liveyoursport.com/products/yonex-pc-sc5-lx-womens,"Rs 11,075.80"," ,Yonex PC SC5 LX indoor court shoes are durable enough to handle all of the intense movements of your sport. These shoes will feel like they were custom-made just for you thanks to the smooth textile lining and ErgoShape upper that provides a contoured and stable fit. Get some of the energy you put out right back into your feet with the Power Cushion midsole. A fun camo print on the midsole adds a sporty and athletic look.",Yonex PC SC5 LX Women's*
https://www.liveyoursport.com/products/prince-nfs-attack-mens-white-navy-silver,"Rs 7,422.80"," ,With the Natural Foot Shape last, Prince NFS Attack indoor, squash, racquetball shoes follow the natural shape of your feet for optimum comfort and performance. These flagship shoes give players incredible stability and superior traction. Better ventilation means your feet will stay cooler and increased flexibility means you’ll have better access to the ball.",Prince NFS Attack Men's White/Navy/Silver*
https://www.liveyoursport.com/products/ektelon-nfs-attack-mid-mens-black-red,"Rs 11,341.00"," ,With the Natural Foot Shape last, Ektelon NFS Attack Mid indoor, squash, racquetball shoes follow the natural shape of your feet for optimum comfort and performance. These shoes give players incredible stability and superior traction. Better ventilation means your feet will stay cooler and increased flexibility means you’ll have better access to the ball.",Ektelon NFS Attack Mid Men's Black/Red*
https://www.liveyoursport.com/products/ektelon-nfs-classic-ii-low-mens-black,"Rs 8,336.10"," ,Racquetball and squash players will love the performance of Ektelon NFS Classic II Low indoor court shoes. Support and incredible durability make these shoes reliable choices for players at all skill levels. Endurance Plus Rubber® keeps your feet planted firmly on the court exactly when you need them to be. Pair the dynamic colors with any complementary outfit.",Ektelon NFS Classic II Low Men's Black*
https://www.liveyoursport.com/products/harrow-sneak-mens-white-gray,"Rs 7,879.40"," ,  ,Upper:, Air mesh with synthetic overlays provides breathability with inherent support. A nubuck toe drag area enhances durability along the inside of the shoe. Added padding on the tongue and ankle surround your foot giving you increased stability and comfort with every movement. Padded heel collar for increased comfort. An internal heel counter centers your foot on impact.  ",Harrow Sneak Men's White/Gray*
https://www.liveyoursport.com/products/wilson-storm-mens-new-blue-white,"Rs 6,966.20"," ,Lightweight traction and durable performance describe Wilson Storm indoor court shoes. These low-to-the-ground shoes offer amazing agility and stability during quick moves on the court. Plus, the brilliant color and classic good looks will enhance the style of any player’s look.",Wilson Storm Men's New Blue/White*
https://www.liveyoursport.com/products/prince-nfs-assault-mens-black-yellow,"Rs 7,240.20"," ,Prince NFS Assault indoor, squash, racquetball shoes are low-to-the-ground for incredible stability and performance on indoor court surfaces. The NFS™ Natural Foot Shape last follows the natural shape of the foot for optimal comfort and performance. Durability features allow them to keep up with your game and last longer.",Prince NFS Assault Men's Black/Yellow*
https://www.liveyoursport.com/products/head-sprint-pro-mens-black-lime,"Rs 9,705.90"," ,HEAD Sprint Pro indoor court shoes s are tough enough for your game while still being lightweight and responsive. Experience faster play wearing these low-profile shoes. The natural gum rubber will grab the court for sure-footed performance.",HEAD Sprint Pro Men's Black/Lime*
https://www.liveyoursport.com/products/prince-nfs-attack-mens-yellow-black,"Rs 7,240.20"," ,With the Natural Foot Shape last, Prince NFS Attack indoor, squash, racquetball shoes follow the natural shape of your feet for optimum comfort and performance. These flagship shoes give players incredible stability and superior traction. Better ventilation means your feet will stay cooler and increased flexibility means you’ll have better access to the ball.",Prince NFS Attack Men's Yellow/Black*
https://www.liveyoursport.com/products/harrow-stealth-camo-squash-racket-pink-blue,"Rs 8,924.00"," ,The Harrow Stealth Camo 145g Squash Racquet is new for the 2013 - 2014 season. It Features an attracive Pink/Blue Cosmetic and weighs 5 grams more than the Stealth UltraLite Racquets.,- Strung with Ashaway Supernick XL at 28lbs,- Weight 145g,- Balance 375mm,- Grip: White Wrap",Harrow Stealth Camo Squash Racket (Pink/Blue)*
https://www.liveyoursport.com/products/harrow-stealth-squash-racket-black,"Rs 8,924.00"," ,The Harrow Stealth features a Black Cosmetic and weighs 5 grams more than the Stealth UltraLite Racquets.,- Strung with Ashaway Supernick Micro at 27lbs,- Weight 145g,- Balance 375mm,",Harrow Stealth Squash Racket (Black)*
https://www.liveyoursport.com/products/harrow-silk-squash-racket-red-black-yellow,"Rs 8,074.00"," ,We have revolutionized our teardrop shaped line and have managed to perfect the weight and balance on this frame to suit the serious player.,Finished weight of 145gms and a extremely head light feel, this frame is going to be one of our best sellers this season.,Quick maneuverability, huge sweet spot and immense power is what the Silk can bring to your game.,Red, Black & Yellow,360mm,Even Balance,Strung with T200 String at 28lbs",Harrow Silk Squash Racket - Red/Black/Yellow*
https://www.liveyoursport.com/products/harrow-rival-racket-bag,"Rs 4,845.00"," ,Style meets function in our newest line of racquet bags. Made of heavy duty patent leather the Rival has 2 pockets to carry all of your club essentials for a day of matches or full tournament play. This bag also features a full length outside pocket for essentials and an inside pocket for game used gear.",Harrow Rival Racket Bag*
https://www.liveyoursport.com/products/harrow-renegade-squash-racket-graphite-cyan-blue,"Rs 8,288.00"," ,The Renegade Squash Racquet caters to the player who enjoys a tear drop shaped frame. Weighing 145 grams and a head heavy structure, the frame helps in driving the all to the back of the court. ,- Strung with Ashaway Supernick XL Micro at 28lbs,- Weight 145g,- Balance 370mm",Harrow Renegade Squash Racket (Graphite/Cyan Blue)*
https://www.liveyoursport.com/products/harrow-dynasty-racket-bag,"Rs 6,460.00"," ,Style meets function in our newest line of racquet bags. Made of heavy duty patent leather the dynasty has 3 pockets to carry all of your club essentials for a day of matches or full tournament play. This bag also features a full length outside pocket for essentials and an inside pocket for game used gear.",Harrow Dynasty Racket Bag*
https://www.liveyoursport.com/products/harrow-clutch-squash-racket-black-red-navy,"Rs 8,499.00"," ,The Harrow Clutch is new for 2013 - 2014, it is an upgrade to the Revere Racquet. It is a stiff frame in a smaller, traditional head size for unrivaled pace and touch.,- Strung with Ashaway Supernick XL at 28 lbs,- Weight 150g,- Balance 380mm",Harrow Clutch Squash Racket (Black/Red/Navy)*
https://www.liveyoursport.com/products/harrow-fierce-squash-racket-170-g-370-mm-red-black,"Rs 4,249.00"," ,Strung at 26 to 28lbs,- Weight 170g,- Balance 370mm,","Harrow Fierce Squash Racket, 170 G 370 Mm (Red/Black)*"
https://www.liveyoursport.com/products/tecnifibre-carboflex-130-s-squash-racket,"Rs 8,924.00"," ,The competition racquet played by Nour El Sherbini, World Number 4,The shaft's flex benefits provide a more appropriate racquet suited to today's skillful touch player : powerful, fast and responsive",Tecnifibre Carboflex 130 S Squash Racket*
https://www.liveyoursport.com/products/prince-pro-sovereign-135g-squash-rackets,"Rs 8,391.00"," ,Head Size: 74.5in2 (480cm2) Frame Weight: 135g (4.76oz),Balance: 360mm (Head Heavy) Beam Width: 20mm/18mm Length: 27"" (686mm),Strung with Lightning 17 (Gold) String Pattern: 16x17,Grip: Resipro,Comes with a Full Sling Cover",Prince Pro Sovereignâ  (135G) Squash Rackets*
https://www.liveyoursport.com/products/prince-pro-rebel-950-squash-racket,"Rs 11,327.00"," ,								,Featuring revolutionary EXO3 technology this racket is designed for players seeking an enhanced performance frame. Lightweight power superior sweetspot area and unique manoeuvrability for unsurpassed power accuracy and feel.,This is an elite 								performance model offering unsurpassed power feel and touch in light weight models targeted at advanced and intermediate players.,Features the patented string suspension technology EXO3. This liberates the string bed allowing the strings to respond more freely even at the outer edges resulting in more power on off-centre shots.,PowerRing allows the main strings to wrap around an inverted ring in the throat. String bed resiliency is maximised resulting in unprecedented power.,Specification:,Headsize: 72sq in,Weight: 135g unstrung,Length: 27 in,String pattern: 16x16,								,Material,Graphite ,								",Prince Pro Rebel 950 Squash Racket*
https://www.liveyoursport.com/products/prince-pro-airstick-lite-550-squash-racket,"Rs 8,391.00"," , ,This racket incorporates copper carbon and tungsten in three strategic locations and delivers on many fronts with an expanded sweetspot and traditional feel with exacting precision is just the start. A perfect choice for players looking to hit the perfect length and have your opponent running all over the court., ,This is an elite performance model offering unsurpassed power feel and touch in light weight models targeted at advanced and intermediate players., ,PowerRing allows the main strings to wrap around an inverted ring in the throat. String bed resiliency is maximised resulting in unprecedented power., ,Specification:, , ,Headsize: 74.5sq in, ,Weight: 130g unstrung, ,Length: 27 in, ,String pattern: 16x17, , , ,Material, , ,Graphite, , ",Prince Pro Airstick Lite 550 Squash Racket*
https://www.liveyoursport.com/products/dunlop-blackstorm-graphite-squash-racket,"Rs 5,942.00"," ,Construction: Hi Modulus Graphite,Frame weight: 135g,Balance: Head light,String tension: 20-30lbs/9-14kgs,Head size: 500sq.cm,String pattern: 14x18,4D Braided material,PowerMax",Dunlop Blackstorm Graphite Squash Racket*
https://www.liveyoursport.com/products/yonex-pc-02-mx-mens,"Rs 11,532.40"," ,The competition won’t stand a chance when you hit the court wearing the incredibly supportive and cushioned Yonex PC 02 MX indoor court shoes. You’ll experience exceptional maneuverability and speed on all indoor court surfaces. The Power Cushion midsole returns lively impact energy back to your feet during both the landing and take-off phase. Treat your feet to the cushioned and comfortable fit.",Yonex PC 02 MX Men's*
https://www.liveyoursport.com/products/ektelon-nfs-attack-low-mens-yellow-white-black,"Rs 10,894.00"," ,With the Natural Foot Shape last, Ektelon NFS Attack Low indoor, squash, racquetball shoes follow the natural shape of your feet for optimum comfort and performance. These shoes give players incredible stability and superior traction. Better ventilation means your feet will stay cooler and increased flexibility means you’ll have better access to the ball.",Ektelon NFS Attack Low Men's Yellow/White/Black*
https://www.liveyoursport.com/products/asics-wristbands-2-pack,Rs 477.60," ,The absorbent terry of ASICS wristbands keeps hands dry and ready for holding onto free weights or fitness machines.",ASICS Wristbands (2-Pack)*
https://www.liveyoursport.com/products/prince-team-impact-200-180g-squash-rackets,"Rs 3,600.00"," ,Head Size: 75in2 (483cm2),Frame Weight: 180g (6.35oz),Balance: 32.0cm (Head Light),Beam Width: 19mm Straight Beam,Length: 27"" (686mm),Strung with Prince Nylon string,String Pattern: 16x17 Powerfan,Power Level: 200,Construction: Aluminium/Graphite,Grip: Duratac,Half length PVC cover included",Prince Team Impact 200( 180G) Squash Rackets*
https://www.liveyoursport.com/products/thick-wristbands,Rs 192.70," ,**Price Includes Delivery Charges of Rs. 75",Unique Thick Wristbands*
https://www.liveyoursport.com/products/head-leather-tour-replacement-grip,Rs 801.90," ,HEAD Leather Tour Replacement Grip*",HEAD Leather Tour Replacement Grip*
https://www.liveyoursport.com/products/fila-solid-headband,Rs 320.30," , The FILA Solid Headband is there to keep the sweat out of your eyes and help you stay focused on the game. The cotton and nylon blend works great for wicking moisture. The classic solid colors and FILA logo offer an old-school style.",Fila Solid Headband*
https://www.liveyoursport.com/products/solid-headband,Rs 140.50," ,This headband isn't about fancy logos or artistic designs; it's just about performance.  If you're tired of sweat getting in your eyes while you're trying to work out, this headband is a must-have piece of equipment.                    ",Unique Solid Headband*
https://www.liveyoursport.com/products/prince-duratred-replacement-grip,Rs 401.40," ,Prince DuraTred+ Replacement Grip*",Prince DuraTred+ Replacement Grip*
https://www.liveyoursport.com/products/adidas-spirit-hairbands-6-pack,Rs 477.60," ,adidas Spirit Hairbands (6-Pack)*",adidas Spirit Hairbands (6-Pack)*
https://www.liveyoursport.com/products/prince-team-combat-300-170g-squash-rackets,"Rs 5,200.00"," ,Titanium Force technology enhances the stability of the frame by adding titanium material reinforcement at 2 / 10 positions on the head. This allows for improved strength and stability in a lightweight fusion frame.,Weight (g) Unstrung 170g,Headsize 75.3 in2 / 485 cm2,Grip Duratac +,Composition Alloy",Prince Team Combat 300(170G) Squash Rackets*
https://www.liveyoursport.com/products/head-hydrosorb-pro-replacement-grip,Rs 400.60," ,HEAD Hydrosorb Pro™ replacement grip is tightly contoured to give you direct feedback from your racquet. Optimum sweat absorption won’t let your hand slip during active hits.",HEAD HydroSorb Pro Replacement Grip*
https://www.liveyoursport.com/products/prince-team-airstick-500-squash-racket,"Rs 7,119.00"," ,								,An updated version of the long established Airstick 140. This classic racket offers players of all abilities the power control and crisp feel they need on the squash court. Full Graphite racket in a lightweight construction with superb shock absorption 								stability and power.,As a Club performance model this focuses on power and stringbed response and is ideally suitable for intermediates and beginners.,PowerRing allows the main strings to wrap around an inverted ring in the throat. String bed resiliency is maximised resulting in unprecedented power.,Specification:,Headsize: 74.5sq in,Weight: 140g unstrung,Length: 27 in,String pattern: 16x17,								,Material,Graphite ,								",Prince Team Airstick 500 Squash Racket*
https://www.liveyoursport.com/products/gamma-pro-control-replacement-grip,Rs 397.40," ,Gamma Pro Control Replacement Grip*",Gamma Pro Control Replacement Grip*
https://www.liveyoursport.com/products/prince-team-black-original-800-squash-racket,"Rs 10,799.00"," ,								,Built for players who require explosive power yet subtle control when required. Strike unbridled fear into your opponent with a legendary racket frame.,Large O-ports at 12 3 and 9 clock positions on the frame significantly reduce aerodynamic 								drag increasing swing speed by a quarter and enlarging the sweet spot in all directions.,PowerRing allows the main strings to wrap around an inverted ring in the throat. String bed resiliency is maximised resulting in unprecedented power.,Specification:,Headsize: 72sq in,Weight: 136g unstrung,Length: 27 in,String pattern: 16x16,								,Material,Graphite ,								",Prince Team Black Original 800 Squash Racket*
https://www.liveyoursport.com/products/head-hydrosorb-tour-replacement-grip,Rs 400.60," ,HEAD Hydrosorb Tour Replacement Grip*",HEAD Hydrosorb Tour Replacement Grip*
https://www.liveyoursport.com/products/babolat-bandana,Rs 477.60," ,Babolat Bandana*",Babolat Bandana*
https://www.liveyoursport.com/products/gamma-hi-tech-contour-replacement-grip,Rs 557.90," ,Gamma Hi-Tech Contour Replacement Grip*",Gamma Hi-Tech Contour Replacement Grip*
https://www.liveyoursport.com/products/wilson-headband,Rs 240.00," ,The Wilson Headband is 1 3/4"" of soft french terry knit to sit comfortably around your head.",Wilson Headband*
https://www.liveyoursport.com/products/adidas-freestyle-hairband-womens,"Rs 1,039.60"," ,The adidas Freestyle Hairband will help you keep your hair out of your way with style. Soft fabric adds a graceful feel that won’t distract from your activity. With flexibility it will also sit comfortably around your hair.",adidas Freestyle Hairband Women's*
https://www.liveyoursport.com/products/head-hydrosorb-comfort-replacement-grip,Rs 400.60," ,HEAD HydroSorb Comfort™ replacement grip is designed to offer you increased cushioning for extended comfort on the court. Grip your racquet securely with its dampening capabilities that protect the arm from harmful vibrations.",HEAD HydroSorb Comfort Replacement Grip*
https://www.liveyoursport.com/products/wilson-cushion-aire-classic-sponge-replacement-grip,Rs 477.60," ,Wilson Cushion-Aire Sponge Replacement Grip is built with super-oversized dimples for added moisture absorption. The extra-cushioned, thick felt backing increases the comfort you feel as you grip your racquet. You’ll feel increased confidence in your grip from the tacky surface.",Wilson Cushion-Aire Classic Sponge Replacement Grip*
https://www.liveyoursport.com/products/fila-solid-wristbands,Rs 400.60," , The FILA Solid Wristbands offer excellent coverage and super absorbency to keep you focused on the game. The classic style and functionality make for a winning combination.",Fila Solid Wristbands*
https://www.liveyoursport.com/products/wilson-cushion-aire-classic-perforated-replacement-grip,Rs 477.60," ,The perforations in Wilson Cushion-Aire Perforated Replacement Grip provides amazing moisture absorption during high humidity, high heat, and high pressure matches. The moderately tacky surface enhances your grip on the racquet. Players will enjoy the soft surface feel that delivers maximum playability.",Wilson Cushion-Aire Classic Perforated Replacement Grip*
https://www.liveyoursport.com/products/fila-solid-double-wide-wristbands,Rs 561.10," , The FILA Solid Double-Wide wristbands offer extra coverage and super absorbency to keep you focus on the game. The classic style and functionality make for a winning combination.",Fila Solid Double-Wide Wristbands*
https://www.liveyoursport.com/products/head-double-wristbands,Rs 397.40," ,**Price Includes Delivery Charges of Rs. 75",HEAD Double Wristbands*
https://www.liveyoursport.com/products/k-swiss-3,Rs 682.30," ,  2 per package.    ",K-Swiss 3*
https://www.liveyoursport.com/products/fila-retro-wristbands,Rs 721.70," , The FILA Retro Wristbands offer excellent coverage and an “old school” design to bring style and substance to your game. Retro contrast color stripes create a classic look. ",Fila Retro Wristbands*
https://www.liveyoursport.com/products/ektelon-wristbands,Rs 341.20," ,**Price Includes Delivery Charges of Rs. 75",Ektelon Wristbands*
https://www.liveyoursport.com/products/babolat-syntec-touch-replacement-grip,Rs 638.00," ,Babolat Syntec Touch replacement grip is built with lightweight cushioned EVA foam that provides a better balance between a good feel for the ball and ongoing comfort. A tacky touch keeps your hand firmly attached to your racquet.",Babolat Syntec Touch Replacement Grip*
https://www.liveyoursport.com/products/gamma-hi-tech-replacement-grip,Rs 477.60," ,Gamma Hi-Tech Replacement Grip*",Gamma Hi-Tech Replacement Grip*
https://www.liveyoursport.com/products/dunlop-viper-dry-replacement-grip,Rs 561.10," ,Dunlop Viper Dry Replacement Grip delivers an ultra-dry and durable grip for optimal control during your swing. It’s constructed with a PU skin layer, PU foam and a non-woven layer.",Dunlop Viper Dry Replacement Grip*
https://www.liveyoursport.com/products/wilson-featherthin-replacement-grip,Rs 557.90," ,Wilson Featherthin Replacement Grip is ultra-thin and ultra-light to reduce the weight of your racquet. It maximizes feel to deliver the best grip possible.",Wilson Featherthin Replacement Grip*
https://www.liveyoursport.com/products/solid-wristbands,Rs 140.50," ,**Price Includes Delivery Charges of Rs. 75",Unique Solid Wristbands*
https://www.liveyoursport.com/products/artengo-yellow-dot-x2,Rs 324.00," ,A good training ball. ,Age:Adult ,Gender:any ,Designed for:Professional level players ,Available In:Colour: Yellow dot ,Warranty Duration:2 ,Requires Assembly:No ,::  , , , , , , , , , , ,**Price Includes Delivery Charges of Rs. 75",ARTENGO-YELLOW-DOT-X2*
https://www.liveyoursport.com/products/dunlop-single-dot-squash-ball,Rs 225.00," ,The Dunlop Pro Single Yellow Dot Squash Ball is official ball of Squash Australia, World Squash Federation (WSF), Professional Squash Association (PSA), and Women's International Squash Players Association (WISPA) and the only ball used in all international professional competition. An elastic hydrocarbon polymer is impregnated with 12 compounds resulting in a construction material with unrivalled playability and durability characteristics. The ultimate performance squash ball for professional, tournament and club players.,**Price Includes Delivery Charges of Rs. 75",Dunlop Single Dot Squash Ball
https://www.liveyoursport.com/products/unique-wristbands-6-pairs,Rs 480.80," ,Unique Wristbands (6 Pairs)*",Unique Wristbands (6 Pairs)*
https://www.liveyoursport.com/products/vs-pu-replacement-grip-box-24pcs,"Rs 3,434.00"," , Box of 24 assorted colours,* Available in 5 colour - Black, Red, Purple, Blue & Yellow,* Replacement Grip,* Large Lattice Airholes for a cool grip,* Super Tacky,* Universal Length for all racket types,* Extra long life",VS PU Replacement Grip Box(24pcs)*
https://www.liveyoursport.com/products/prince-speed-squash-eye-protection,"Rs 1,839.00"," ,Prince Speed Squash Eye Protection*",Prince Speed Squash Eye Protection*
https://www.liveyoursport.com/products/karakal-wristbands-pack-of-2-pcs,Rs 334.00," ,2 Wrist Bands,**Price Includes Delivery Charges of Rs. 75",Karakal Wristbands Pack Of 2 Pcs
